Direction,Protocol,Entity,Configuration,Model,Target subject,Accuracy,Balanced accuracy,Macro precision,Macro recall,Macro F1,Log loss
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest acceleration,Chest acceleration,Logistic regression,M08,0.39209726443769,0.33865248226950356,0.35956868334917114,0.33865248226950356,0.3378742600301701,1.1699608342821861
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest acceleration,Chest acceleration,Logistic regression,M09,0.5896656534954408,0.5230496453900709,0.5128287249564073,0.5230496453900709,0.49428310371649364,0.9258216267810965
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest acceleration,Chest acceleration,Logistic regression,M10,0.41033434650455924,0.3138297872340426,0.3756820220667592,0.3138297872340426,0.28901547712693226,1.066589400098693
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M01,0.601823708206687,0.599290780141844,0.4824727481353987,0.599290780141844,0.4963689045732389,0.682436103001
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M02,0.7142857142857143,0.6684397163120567,0.6532645666962437,0.6684397163120567,0.6113875848195093,0.5503868198729449
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M03,0.6352583586626139,0.6312056737588653,0.5275713484046817,0.6312056737588653,0.5455067360398473,0.7268709442237277
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M04,0.5562310030395137,0.5744680851063829,0.6293478755190006,0.5744680851063829,0.47137340848977677,0.9052033111388438
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M05,0.5987841945288754,0.6134751773049645,0.677183821790683,0.6134751773049645,0.5201391796344849,0.7904939167586409
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M06,0.6595744680851063,0.6560283687943262,0.716679784861603,0.6560283687943262,0.5936392515776817,0.6708953788226208
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M07,0.5714285714285714,0.5851063829787234,0.7935544271659792,0.5851063829787234,0.4886407965258708,0.9466981296138828
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M08,0.47112462006079026,0.4645390070921986,0.5146133945944192,0.4645390070921986,0.38322060681678916,1.1955028825905136
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M09,0.6595744680851063,0.6382978723404256,0.6696897431902884,0.6382978723404256,0.5633429427269716,0.6794029598603196
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,Logistic regression,M10,0.7021276595744681,0.6595744680851064,0.5432830206423097,0.6595744680851064,0.573803481186771,0.547859295172955
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M01,0.331306990881459,0.3156028368794326,0.4693236714975845,0.3156028368794326,0.2944651286281935,4.436737249234031
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M02,0.4376899696048632,0.34751773049645385,0.25463912630579294,0.34751773049645385,0.2786080883852749,2.033950867091308
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M03,0.3130699088145897,0.2730496453900709,0.4315584240957375,0.2730496453900709,0.2560592299611688,3.028068973678425
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M04,0.20972644376899696,0.19503546099290778,0.2611339109287126,0.19503546099290778,0.18581009154779649,3.7598702334394782
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M05,0.46200607902735563,0.46808510638297873,0.4401726042529688,0.46808510638297873,0.4199328340443283,1.7618393492023796
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M06,0.44680851063829785,0.4361702127659574,0.41171787559064704,0.4361702127659574,0.3964202415587234,2.879481500710288
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M07,0.3799392097264438,0.40780141843971635,0.3773517882713285,0.40780141843971635,0.29515802000970603,2.264650424413709
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M08,0.5866261398176292,0.5975177304964538,0.5665336879432624,0.5975177304964538,0.5445319830374319,2.3812752178818952
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M09,0.2735562310030395,0.2021276595744681,0.27290448343079926,0.2021276595744681,0.23127346785516045,1.8221008735698119
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M10,0.3252279635258359,0.2304964539007092,0.31704260651629074,0.2304964539007092,0.2499546193201183,3.0766267703189913
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M01,0.601823708206687,0.5904255319148937,0.4853405381064955,0.5904255319148937,0.5029800511627495,1.1597076851708812
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M02,0.6990881458966566,0.648936170212766,0.5619834710743802,0.648936170212766,0.5837912087912088,0.8718881393686071
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M03,0.574468085106383,0.5035460992907802,0.5141843971631206,0.5035460992907802,0.5086898916686151,0.8803141429475125
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M04,0.7021276595744681,0.6524822695035462,0.5679117147707979,0.6524822695035462,0.5871972971515306,0.6614210469994467
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M05,0.6595744680851063,0.6028368794326241,0.5620567375886525,0.6028368794326241,0.5713786804212336,0.7288858968391773
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M06,0.723404255319149,0.6773049645390071,0.6332482325216026,0.6773049645390071,0.6470521692512752,0.54721987227518
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M07,0.7993920972644377,0.7659574468085107,0.7231204579072609,0.7659574468085107,0.7205673973904166,0.47578327793839587
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M08,0.5562310030395137,0.5301418439716312,0.48130800751490405,0.5301418439716312,0.4787024767285359,1.005909193416909
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M09,0.6413373860182371,0.5868794326241135,0.6112978090570148,0.5868794326241135,0.5223998747000108,0.7240772183795909
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M10,0.6717325227963525,0.6170212765957447,0.6128712871287129,0.6170212765957447,0.6016011533252913,0.6710041023517777
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M01,0.14285714285714285,0.0975177304964539,0.2878787878787879,0.0975177304964539,0.14372137239650853,6.049186699541535
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M02,0.40425531914893614,0.3280141843971631,0.24460254812352858,0.3280141843971631,0.24911271943435073,2.0123923578934004
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M03,0.3677811550151976,0.2783687943262411,0.4133928571428571,0.2783687943262411,0.2838106081218151,4.8619576164076745
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M04,0.3100303951367781,0.2180851063829787,0.37012987012987014,0.2180851063829787,0.2261284298665703,5.210298780345547
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M05,0.5835866261398176,0.5212765957446809,0.476078722002635,0.5212765957446809,0.4602761877697939,2.340833013077895
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M06,0.5653495440729484,0.49290780141843976,0.3670711527854385,0.49290780141843976,0.39451628352490425,3.15997591307724
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M07,0.547112462006079,0.4716312056737588,0.3713815789473684,0.4716312056737588,0.38419871429114844,1.6081626809699003
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M08,0.601823708206687,0.601063829787234,0.6843794281903809,0.601063829787234,0.5291268600704168,2.8025275261154166
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M09,0.3069908814589666,0.19858156028368798,0.3541666666666667,0.19858156028368798,0.2275836164852183,2.280223169533659
PAMAP2-6g -> MHEALTH,Magnitude - domain z-score,Full common configuration,Full common configuration,Logistic regression,M10,0.18541033434650456,0.11879432624113477,0.4686746987951807,0.11879432624113477,0.1581920782424138,5.544038472755753
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M01,0.46808510638297873,0.4574468085106383,0.516252282623964,0.4574468085106383,0.40571033972582643,1.2143639698890378
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M02,0.3525835866261398,0.33865248226950356,0.3757902001380263,0.33865248226950356,0.32196047366469566,1.6681518320669355
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M03,0.5349544072948328,0.4574468085106383,0.434315100514259,0.4574468085106383,0.4244434431897472,1.2472061089208004
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M04,0.5927051671732523,0.524822695035461,0.5397368859345736,0.524822695035461,0.5041743786672793,1.0767608821204984
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M05,0.5866261398176292,0.5177304964539008,0.5573828069426661,0.5177304964539008,0.5071396584050404,1.038620661710156
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M06,0.6048632218844985,0.5390070921985816,0.6451780626780627,0.5390070921985816,0.5612222147167568,0.9227547461605434
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M07,0.49848024316109424,0.41489361702127664,0.5096640994183933,0.41489361702127664,0.3883671759117086,1.1678297315002621
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M08,0.3556231003039514,0.3297872340425532,0.34871866554841113,0.3297872340425532,0.3197985634605353,2.0124540976600933
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M09,0.5531914893617021,0.48404255319148937,0.502433741630599,0.48404255319148937,0.4777973621994696,1.170430764808546
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest acceleration,Chest acceleration,Logistic regression,M10,0.3252279635258359,0.2553191489361702,0.24233320994333551,0.2553191489361702,0.22645985132680793,1.5609103305228185
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M01,0.6200607902735562,0.6081560283687943,0.49118206355048466,0.6081560283687943,0.5091392361399975,0.7521425473068278
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M02,0.7051671732522796,0.6560283687943262,0.712496109554933,0.6560283687943262,0.590991389346542,0.5779214547612994
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M03,0.6170212765957447,0.6170212765957447,0.6108701880160922,0.6170212765957447,0.5328390644847109,0.745975241697221
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M04,0.5440729483282675,0.5673758865248227,0.48540557232155074,0.5673758865248227,0.46331120508752094,0.9440623757381292
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M05,0.5592705167173252,0.5762411347517731,0.6354875283446711,0.5762411347517731,0.48140523149998876,0.8168402444607336
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M06,0.6595744680851063,0.6400709219858156,0.5898874364560639,0.6400709219858156,0.553555644167857,0.6316314153526101
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M07,0.5106382978723404,0.5390070921985816,0.44687761138232834,0.5390070921985816,0.42086752829786883,1.0015021936144404
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M08,0.48328267477203646,0.4787234042553192,0.46591663347935747,0.4787234042553192,0.3880826125011632,1.1983238478608924
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M09,0.6474164133738601,0.6294326241134752,0.5849439775910364,0.6294326241134752,0.5448686605766319,0.7206102809999425
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,Logistic regression,M10,0.7051671732522796,0.6613475177304965,0.5455555555555555,0.6613475177304965,0.575475991455373,0.597976788307372
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M01,0.5835866261398176,0.526595744680851,0.46709077775254243,0.526595744680851,0.44656256964694035,2.146383129921206
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M02,0.44984802431610943,0.35815602836879434,0.3637728637728637,0.35815602836879434,0.29731840486557465,1.3302517455660063
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M03,0.5957446808510638,0.5709219858156028,0.7089391624233577,0.5709219858156028,0.53520796118766,1.1458053831203763
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M04,0.47416413373860183,0.45035460992907805,0.46374671080553437,0.45035460992907805,0.3910572462590292,1.549062642549057
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M05,0.5106382978723404,0.476950354609929,0.6009731264665475,0.476950354609929,0.46156193612569035,1.9862893604230152
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M06,0.43465045592705165,0.38297872340425526,0.3293924303728225,0.38297872340425526,0.3360439413654399,1.66176454437376
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M07,0.364741641337386,0.3882978723404255,0.4117411076352682,0.3882978723404255,0.2879601097164189,1.6925137423776278
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M08,0.5045592705167173,0.49645390070921985,0.4998308010851506,0.49645390070921985,0.4547184076882786,1.3960757743165857
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M09,0.5501519756838906,0.49290780141843965,0.47767017635771586,0.49290780141843965,0.45457925625075024,0.8747542639635579
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,Logistic regression,M10,0.5592705167173252,0.4875886524822695,0.4909652689991595,0.4875886524822695,0.42586787599950693,1.0955541949509253
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M01,0.46504559270516715,0.5124113475177305,0.6489266376877908,0.5124113475177305,0.422055171873201,1.3487179060570404
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M02,0.6504559270516718,0.6063829787234042,0.6303047865376633,0.6063829787234042,0.5762614878147871,0.8140661211889667
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M03,0.6930091185410334,0.6418439716312058,0.6346153846153846,0.6418439716312058,0.6361521620142311,0.7420473058825647
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M04,0.7173252279635258,0.6702127659574467,0.6756975786231106,0.6702127659574467,0.663151662144969,0.6243644368848518
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M05,0.6930091185410334,0.6436170212765958,0.5878458164642374,0.6436170212765958,0.6048536411014812,0.7920448713312538
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M06,0.7446808510638298,0.702127659574468,0.7253523775746537,0.702127659574468,0.6950631458094145,0.5962055767090353
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M07,0.7750759878419453,0.7375886524822696,0.7510206612358585,0.7375886524822696,0.7263905867188288,0.5302345101429425
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M08,0.45896656534954405,0.44858156028368795,0.415114357187528,0.44858156028368795,0.38482339751076555,1.5403829015456825
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M09,0.723404255319149,0.6897163120567376,0.6713879445517864,0.6897163120567376,0.6649413713037088,0.674627561123858
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,Logistic regression,M10,0.6382978723404256,0.597517730496454,0.5960742630385488,0.597517730496454,0.5694574403533051,0.8625781331894244
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M01,0.4012158054711246,0.3581560283687943,0.4241449099372597,0.3581560283687943,0.3188146464008533,2.3461571554509537
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M02,0.46200607902735563,0.3829787234042554,0.4530923735924906,0.3829787234042554,0.402858536534569,1.255754473143009
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M03,0.5866261398176292,0.5567375886524822,0.5159818150026229,0.5567375886524822,0.5164636956603498,1.350345658674219
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M04,0.5623100303951368,0.5177304964539007,0.46569836273453635,0.5177304964539007,0.47361825674593,1.4818356633364738
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M05,0.48936170212765956,0.41134751773049644,0.4350770757020757,0.41134751773049644,0.38357619757407674,1.9691563834721588
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M06,0.48632218844984804,0.4024822695035461,0.46853118315884273,0.4024822695035461,0.351440187807581,1.5298645045181063
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M07,0.5896656534954408,0.524822695035461,0.619890038245036,0.524822695035461,0.47560017371928814,0.9114922451599825
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M08,0.47112462006079026,0.4645390070921986,0.44250639882992826,0.4645390070921986,0.4106907675183821,1.4907030169418638
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M09,0.574468085106383,0.5141843971631205,0.5650788528362899,0.5141843971631205,0.502600064731902,0.9708640500537796
PAMAP2-6g -> MHEALTH,Magnitude - CORAL,Full common configuration,Full common configuration,Logistic regression,M10,0.42857142857142855,0.3705673758865249,0.33425537642758774,0.3705673758865249,0.33625782041066504,1.6195785655779877
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P101,0.5402405180388529,0.5214994760078082,0.5327013142802616,0.5214994760078082,0.4657556470915103,2.110167902008938
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P102,0.5764925373134329,0.5117079525224045,0.5290425806282043,0.5117079525224045,0.44504071660338845,2.219533555823504
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P105,0.583752093802345,0.5649566358612993,0.5328591343297225,0.5649566358612993,0.5087059872055795,2.1360954022362404
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P106,0.41697416974169743,0.4235436796936136,0.4491418609916476,0.4235436796936136,0.3711598146438593,2.7257976207779366
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P107,0.6430062630480167,0.5559989191573481,0.5543170278578903,0.5559989191573481,0.5190320402343193,2.0029638864188857
MHEALTH -> PAMAP2-6g,All features - raw,Chest acceleration,Chest acceleration,XGBoost,P108,0.5888594164456233,0.5822827142220525,0.5354586254219057,0.5822827142220525,0.5221962697444534,2.1085462853158927
MHEALTH -> PAMAP2-6g,All features - raw,Ankle acceleration,Ankle acceleration,XGBoost,P101,0.5420906567992599,0.5715427136509866,0.469933640828936,0.5715427136509866,0.49230056741070943,2.075443099213282
MHEALTH -> PAMAP2-6g,All features - raw,Ankle acceleration,Ankle acceleration,XGBoost,P102,0.5708955223880597,0.561922106629001,0.5176202362824064,0.561922106629001,0.5162254611674293,1.7580332708345023
MHEALTH -> PAMAP2-6g,All features - raw,Ankle acceleration,Ankle acceleration,XGBoost,P105,0.6013400335008375,0.578946963473842,0.518006182205282,0.578946963473842,0.5405127033577405,1.6003077724398755
MHEALTH -> PAMAP2-6g,All features - raw,Ankle acceleration,Ankle acceleration,XGBoost,P106,0.5424354243542435,0.5317036540382017,0.4706710046126774,0.5317036540382017,0.4927705796233117,2.2160143661353082
MHEALTH -> PAMAP2-6g,All features - raw,Ankle acceleration,Ankle acceleration,XGBoost,P107,0.5219206680584552,0.5605656669559544,0.4989272495175565,0.5605656669559544,0.5193800714240838,1.744983087784137
